firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Chet,Arthur,29,14,0,0,129,2012-06-13,Des Moines Desperadoes,7,San Bernardino Stalkers,37
Chet,Arthur,28,12,0,0,97,2012-06-20,Des Moines Desperadoes,4,Tacoma Touchdown-Scorers,37
Andy,Jackson,7,4,0,0,60,2012-06-20,Des Moines Desperadoes,4,Tacoma Touchdown-Scorers,37
Chet,Arthur,25,12,0,1,114,2012-06-27,Des Moines Desperadoes,13,Glendale Centers,23
Quinn,Adams,28,24,0,5,370,2012-03-21,Augusta Autocrats,40,Grand Rapids Gamers,38
Quinn,Adams,19,16,0,4,242,2012-03-28,Augusta Autocrats,42,Huntington Beach Harriers,16
Dutch,Reagan,10,2,1,1,11,2012-03-28,Augusta Autocrats,42,Huntington Beach Harriers,16
Quinn,Adams,28,21,0,5,337,2012-04-04,Augusta Autocrats,43,Mobile Misfits,27
Dutch,Reagan,2,0,1,0,0,2012-04-04,Augusta Autocrats,43,Mobile Misfits,27
Quinn,Adams,39,28,0,5,424,2012-04-11,Augusta Autocrats,36,Boise Bearcats,14
Quinn,Adams,30,25,0,4,343,2012-04-18,Augusta Autocrats,35,Modesto Misanthropes,10
Quinn,Adams,34,23,0,5,408,2012-04-25,Augusta Autocrats,45,Fremont Firebugs,41
Quinn,Adams,24,17,0,5,291,2012-05-02,Augusta Autocrats,40,Montgomery Music,35
Dutch,Reagan,2,0,1,0,0,2012-05-02,Augusta Autocrats,40,Montgomery Music,35
Quinn,Adams,33,26,0,5,402,2012-05-09,Augusta Autocrats,45,Spokane Stallions,6
Quinn,Adams,31,24,0,5,357,2012-05-16,Augusta Autocrats,47,Richmond Roustabouts,28
Quinn,Adams,32,27,0,8,506,2012-05-23,Augusta Autocrats,61,Yonkers Yellowjackets,16
Quinn,Adams,39,30,0,8,504,2012-05-30,Augusta Autocrats,56,Shreveport Seamen,16
Quinn,Adams,18,14,0,4,220,2012-06-06,Augusta Autocrats,31,San Bernardino Stalkers,16
Dutch,Reagan,7,2,1,0,13,2012-06-06,Augusta Autocrats,31,San Bernardino Stalkers,16
Quinn,Adams,26,19,0,5,290,2012-06-13,Augusta Autocrats,47,Tacoma Touchdown-Scorers,13
Quinn,Adams,38,32,0,6,449,2012-06-20,Augusta Autocrats,50,Glendale Centers,41
Quinn,Adams,31,22,0,6,364,2012-06-27,Augusta Autocrats,52,Des Moines Desperadoes,6
John,Adams,39,9,1,0,56,2012-03-21,Grand Rapids Gamers,11,Huntington Beach Harriers,21
John,Adams,18,6,1,0,40,2012-03-28,Grand Rapids Gamers,12,Mobile Misfits,24
Warren,Harding,6,4,0,0,47,2012-03-28,Grand Rapids Gamers,12,Mobile Misfits,24
John,Adams,32,8,1,0,42,2012-04-04,Grand Rapids Gamers,0,Boise Bearcats,24
John,Adams,28,12,1,0,63,2012-04-11,Grand Rapids Gamers,12,Modesto Misanthropes,27
John,Adams,21,8,1,1,49,2012-04-18,Grand Rapids Gamers,16,Fremont Firebugs,31
Warren,Harding,11,7,0,1,72,2012-04-18,Grand Rapids Gamers,16,Fremont Firebugs,31
John,Adams,23,7,1,1,42,2012-04-25,Grand Rapids Gamers,17,Montgomery Music,35
Warren,Harding,14,9,0,1,120,2012-04-25,Grand Rapids Gamers,17,Montgomery Music,35
John,Adams,39,16,1,0,86,2012-05-02,Grand Rapids Gamers,1,Spokane Stallions,3
John,Adams,33,13,1,1,91,2012-05-09,Grand Rapids Gamers,15,Richmond Roustabouts,6
John,Adams,30,10,1,1,55,2012-05-16,Grand Rapids Gamers,12,Yonkers Yellowjackets,21
John,Adams,38,11,1,1,77,2012-05-23,Grand Rapids Gamers,18,Shreveport Seamen,38
John,Adams,26,8,1,1,43,2012-05-30,Grand Rapids Gamers,16,San Bernardino Stalkers,6
John,Adams,26,8,1,1,50,2012-06-06,Grand Rapids Gamers,10,Tacoma Touchdown-Scorers,31
John,Adams,32,12,1,0,72,2012-06-13,Grand Rapids Gamers,6,Glendale Centers,41
Warren,Harding,1,0,0,0,0,2012-06-13,Grand Rapids Gamers,6,Glendale Centers,41
John,Adams,29,11,1,1,75,2012-06-20,Grand Rapids Gamers,13,Des Moines Desperadoes,21
John,Adams,26,7,1,1,36,2012-06-27,Grand Rapids Gamers,25,Augusta Autocrats,3
Warren,Harding,6,3,0,1,32,2012-06-27,Grand Rapids Gamers,25,Augusta Autocrats,3
James,Garfield,28,20,0,2,271,2012-03-21,Huntington Beach Harriers,26,Mobile Misfits,7
James,Garfield,37,21,0,3,248,2012-03-28,Huntington Beach Harriers,30,Boise Bearcats,17
James,Garfield,23,16,0,2,226,2012-04-04,Huntington Beach Harriers,24,Modesto Misanthropes,9
Tom,Wilson,13,6,0,1,55,2012-04-04,Huntington Beach Harriers,24,Modesto Misanthropes,9
James,Garfield,36,23,0,3,314,2012-04-11,Huntington Beach Harriers,32,Fremont Firebugs,24
James,Garfield,31,17,0,3,221,2012-04-18,Huntington Beach Harriers,24,Montgomery Music,31
Tom,Wilson,6,2,0,0,23,2012-04-18,Huntington Beach Harriers,24,Montgomery Music,31
James,Garfield,35,23,0,3,340,2012-04-25,Huntington Beach Harriers,27,Spokane Stallions,20
James,Garfield,33,18,0,2,226,2012-05-02,Huntington Beach Harriers,14,Richmond Roustabouts,21
James,Garfield,19,12,0,2,162,2012-05-09,Huntington Beach Harriers,30,Yonkers Yellowjackets,7
Tom,Wilson,10,5,0,1,58,2012-05-09,Huntington Beach Harriers,30,Yonkers Yellowjackets,7
James,Garfield,25,14,0,1,152,2012-05-16,Huntington Beach Harriers,10,Shreveport Seamen,44
Tom,Wilson,9,5,0,0,59,2012-05-16,Huntington Beach Harriers,10,Shreveport Seamen,44
James,Garfield,22,11,0,2,138,2012-05-23,Huntington Beach Harriers,31,San Bernardino Stalkers,35
Tom,Wilson,9,4,0,1,43,2012-05-23,Huntington Beach Harriers,31,San Bernardino Stalkers,35
James,Garfield,19,12,0,2,144,2012-05-30,Huntington Beach Harriers,14,Tacoma Touchdown-Scorers,37
Tom,Wilson,11,6,0,0,57,2012-05-30,Huntington Beach Harriers,14,Tacoma Touchdown-Scorers,37
James,Garfield,29,20,0,2,248,2012-06-06,Huntington Beach Harriers,23,Glendale Centers,37
James,Garfield,33,23,0,4,335,2012-06-13,Huntington Beach Harriers,30,Des Moines Desperadoes,7
James,Garfield,27,16,0,2,199,2012-06-20,Huntington Beach Harriers,24,Augusta Autocrats,16
Tom,Wilson,6,3,0,0,29,2012-06-20,Huntington Beach Harriers,24,Augusta Autocrats,16
James,Garfield,27,18,0,2,240,2012-06-27,Huntington Beach Harriers,18,Grand Rapids Gamers,24
Sam,Grant,39,11,1,1,67,2012-03-21,Mobile Misfits,11,Boise Bearcats,7
Sam,Grant,26,8,1,0,49,2012-03-28,Mobile Misfits,15,Modesto Misanthropes,41
Barry,Obama,2,1,0,1,17,2012-03-28,Mobile Misfits,15,Modesto Misanthropes,41
Sam,Grant,36,15,1,1,101,2012-04-04,Mobile Misfits,18,Fremont Firebugs,0
Sam,Grant,30,8,1,0,49,2012-04-11,Mobile Misfits,10,Montgomery Music,44
Sam,Grant,36,12,1,1,79,2012-04-18,Mobile Misfits,12,Spokane Stallions,37
Barry,Obama,1,0,0,0,0,2012-04-18,Mobile Misfits,12,Spokane Stallions,37
Sam,Grant,24,8,1,0,52,2012-04-25,Mobile Misfits,5,Richmond Roustabouts,6
Barry,Obama,3,2,0,0,26,2012-04-25,Mobile Misfits,5,Richmond Roustabouts,6
Sam,Grant,26,7,1,0,41,2012-05-02,Mobile Misfits,11,Yonkers Yellowjackets,31
Sam,Grant,37,12,1,1,81,2012-05-09,Mobile Misfits,15,Shreveport Seamen,16
Sam,Grant,25,10,1,0,51,2012-05-16,Mobile Misfits,1,San Bernardino Stalkers,13
Sam,Grant,27,10,1,1,53,2012-05-23,Mobile Misfits,17,Tacoma Touchdown-Scorers,10
Sam,Grant,36,12,1,0,73,2012-05-30,Mobile Misfits,9,Glendale Centers,7
Sam,Grant,29,9,1,0,54,2012-06-06,Mobile Misfits,0,Des Moines Desperadoes,27
Sam,Grant,37,10,1,0,60,2012-06-13,Mobile Misfits,4,Augusta Autocrats,7
Sam,Grant,18,6,1,0,39,2012-06-20,Mobile Misfits,23,Grand Rapids Gamers,28
Barry,Obama,10,7,0,2,91,2012-06-20,Mobile Misfits,23,Grand Rapids Gamers,28
Sam,Grant,23,6,1,1,40,2012-06-27,Mobile Misfits,22,Huntington Beach Harriers,20
Barry,Obama,10,7,0,1,108,2012-06-27,Mobile Misfits,22,Huntington Beach Harriers,20
William,Harrison,25,21,0,4,351,2013-03-20,Boise Bearcats,54,Modesto Misanthropes,10
George,Bush,12,10,0,2,177,2013-03-20,Boise Bearcats,54,Modesto Misanthropes,10
William,Harrison,33,28,0,6,488,2013-03-27,Boise Bearcats,58,Fremont Firebugs,35
George,Bush,3,2,0,1,33,2013-03-27,Boise Bearcats,58,Fremont Firebugs,35
William,Harrison,25,18,0,5,355,2013-04-03,Boise Bearcats,36,Montgomery Music,20
William,Harrison,32,24,0,7,448,2013-04-10,Boise Bearcats,61,Spokane Stallions,7
George,Bush,3,2,0,1,38,2013-04-10,Boise Bearcats,61,Spokane Stallions,7
William,Harrison,27,19,0,5,343,2013-04-17,Boise Bearcats,43,Richmond Roustabouts,10
George,Bush,2,1,0,0,19,2013-04-17,Boise Bearcats,43,Richmond Roustabouts,10
William,Harrison,22,18,0,4,316,2013-04-24,Boise Bearcats,53,Yonkers Yellowjackets,6
George,Bush,14,9,0,2,150,2013-04-24,Boise Bearcats,53,Yonkers Yellowjackets,6
William,Harrison,36,27,0,5,422,2013-05-01,Boise Bearcats,36,Shreveport Seamen,9
William,Harrison,36,25,0,5,372,2013-05-08,Boise Bearcats,46,San Bernardino Stalkers,13
William,Harrison,33,25,0,5,366,2013-05-15,Boise Bearcats,42,Tacoma Touchdown-Scorers,17
William,Harrison,24,20,0,6,358,2013-05-22,Boise Bearcats,53,Glendale Centers,3
George,Bush,3,2,0,0,32,2013-05-22,Boise Bearcats,53,Glendale Centers,3
William,Harrison,33,28,0,8,508,2013-05-29,Boise Bearcats,63,Des Moines Desperadoes,16
William,Harrison,26,21,0,4,314,2013-06-05,Boise Bearcats,37,Augusta Autocrats,37
William,Harrison,25,17,0,4,253,2013-06-12,Boise Bearcats,35,Grand Rapids Gamers,24
William,Harrison,30,24,0,6,398,2013-06-19,Boise Bearcats,43,Huntington Beach Harriers,30
William,Harrison,24,17,0,5,293,2013-06-26,Boise Bearcats,39,Mobile Misfits,27
George,Bush,1,0,0,0,0,2013-06-26,Boise Bearcats,39,Mobile Misfits,27
Dick,Nixon,30,19,0,3,240,2013-03-20,Modesto Misanthropes,32,Fremont Firebugs,13
Ike,Eisenhower,7,1,1,0,4,2013-03-20,Modesto Misanthropes,32,Fremont Firebugs,13
Dick,Nixon,33,23,0,3,304,2013-03-27,Modesto Misanthropes,32,Montgomery Music,21
Dick,Nixon,18,12,0,2,164,2013-04-03,Modesto Misanthropes,21,Spokane Stallions,3
Ike,Eisenhower,6,2,1,0,9,2013-04-03,Modesto Misanthropes,21,Spokane Stallions,3
Dick,Nixon,27,17,0,2,219,2013-04-10,Modesto Misanthropes,18,Richmond Roustabouts,16
Ike,Eisenhower,3,0,1,0,0,2013-04-10,Modesto Misanthropes,18,Richmond Roustabouts,16
Dick,Nixon,19,14,0,3,221,2013-04-17,Modesto Misanthropes,30,Yonkers Yellowjackets,16
Ike,Eisenhower,6,1,1,1,4,2013-04-17,Modesto Misanthropes,30,Yonkers Yellowjackets,16
Dick,Nixon,27,20,0,3,316,2013-04-24,Modesto Misanthropes,23,Shreveport Seamen,21
Ike,Eisenhower,9,2,1,0,8,2013-04-24,Modesto Misanthropes,23,Shreveport Seamen,21
Dick,Nixon,29,19,0,3,253,2013-05-01,Modesto Misanthropes,33,San Bernardino Stalkers,14
Ike,Eisenhower,6,2,1,0,9,2013-05-01,Modesto Misanthropes,33,San Bernardino Stalkers,14
Dick,Nixon,37,25,0,3,298,2013-05-08,Modesto Misanthropes,29,Tacoma Touchdown-Scorers,23
Dick,Nixon,26,19,0,3,267,2013-05-15,Modesto Misanthropes,23,Glendale Centers,13
Dick,Nixon,36,25,0,4,310,2013-05-22,Modesto Misanthropes,40,Des Moines Desperadoes,30
Dick,Nixon,22,17,0,2,209,2013-05-29,Modesto Misanthropes,20,Augusta Autocrats,17
Ike,Eisenhower,2,0,1,0,0,2013-05-29,Modesto Misanthropes,20,Augusta Autocrats,17
Dick,Nixon,39,24,0,3,281,2013-06-05,Modesto Misanthropes,30,Grand Rapids Gamers,16
Dick,Nixon,25,16,0,2,232,2013-06-12,Modesto Misanthropes,21,Huntington Beach Harriers,16
Dick,Nixon,38,28,0,4,340,2013-06-19,Modesto Misanthropes,33,Mobile Misfits,34
Dick,Nixon,36,22,0,3,318,2013-06-26,Modesto Misanthropes,22,Boise Bearcats,13
Dubya,Bush,28,5,1,0,23,2013-03-20,Fremont Firebugs,18,Montgomery Music,24
Rutherford,Hayes,4,1,1,1,4,2013-03-20,Fremont Firebugs,18,Montgomery Music,24
Dubya,Bush,27,5,1,0,19,2013-03-27,Fremont Firebugs,3,Spokane Stallions,14
Dubya,Bush,19,5,1,1,22,2013-04-03,Fremont Firebugs,12,Richmond Roustabouts,24
Rutherford,Hayes,6,1,1,0,4,2013-04-03,Fremont Firebugs,12,Richmond Roustabouts,24
Dubya,Bush,27,8,1,1,37,2013-04-10,Fremont Firebugs,8,Yonkers Yellowjackets,14
Dubya,Bush,27,6,1,1,21,2013-04-17,Fremont Firebugs,20,Shreveport Seamen,41
Rutherford,Hayes,8,2,1,1,8,2013-04-17,Fremont Firebugs,20,Shreveport Seamen,41
Dubya,Bush,32,10,1,1,49,2013-04-24,Fremont Firebugs,8,San Bernardino Stalkers,44
Dubya,Bush,30,11,1,0,52,2013-05-01,Fremont Firebugs,2,Tacoma Touchdown-Scorers,16
Rutherford,Hayes,2,0,1,0,0,2013-05-01,Fremont Firebugs,2,Tacoma Touchdown-Scorers,16
Dubya,Bush,33,7,1,0,26,2013-05-08,Fremont Firebugs,7,Glendale Centers,30
Dubya,Bush,34,9,1,1,37,2013-05-15,Fremont Firebugs,19,Des Moines Desperadoes,17
Dubya,Bush,21,7,1,1,29,2013-05-22,Fremont Firebugs,7,Augusta Autocrats,21
Rutherford,Hayes,3,0,1,0,0,2013-05-22,Fremont Firebugs,7,Augusta Autocrats,21
Dubya,Bush,35,7,1,0,26,2013-05-29,Fremont Firebugs,8,Grand Rapids Gamers,38
Dubya,Bush,19,5,1,0,17,2013-06-05,Fremont Firebugs,1,Huntington Beach Harriers,10
Rutherford,Hayes,10,3,1,0,15,2013-06-05,Fremont Firebugs,1,Huntington Beach Harriers,10
Dubya,Bush,23,4,1,1,20,2013-06-12,Fremont Firebugs,8,Mobile Misfits,37
Rutherford,Hayes,7,2,1,0,9,2013-06-12,Fremont Firebugs,8,Mobile Misfits,37
Dubya,Bush,25,5,1,0,19,2013-06-19,Fremont Firebugs,12,Boise Bearcats,28
Rutherford,Hayes,12,2,1,0,10,2013-06-19,Fremont Firebugs,12,Boise Bearcats,28
Dubya,Bush,30,7,1,1,30,2013-06-26,Fremont Firebugs,13,Modesto Misanthropes,17
Millard,Fillmore,24,17,0,3,254,2013-03-20,Montgomery Music,35,Spokane Stallions,23
James,Madison,9,5,0,1,85,2013-03-20,Montgomery Music,35,Spokane Stallions,23
Millard,Fillmore,22,14,0,4,232,2013-03-27,Montgomery Music,53,Richmond Roustabouts,13
James,Madison,11,8,0,2,138,2013-03-27,Montgomery Music,53,Richmond Roustabouts,13
Millard,Fillmore,17,12,0,3,212,2013-04-03,Montgomery Music,34,Yonkers Yellowjackets,3
James,Madison,7,5,0,1,67,2013-04-03,Montgomery Music,34,Yonkers Yellowjackets,3
Millard,Fillmore,36,30,0,7,506,2013-04-10,Montgomery Music,55,Shreveport Seamen,7
Millard,Fillmore,36,29,0,5,390,2013-04-17,Montgomery Music,46,San Bernardino Stalkers,44
Millard,Fillmore,37,28,0,7,517,2013-04-24,Montgomery Music,55,Tacoma Touchdown-Scorers,14
Millard,Fillmore,26,18,0,5,324,2013-05-01,Montgomery Music,50,Glendale Centers,14
James,Madison,10,6,0,1,100,2013-05-01,Montgomery Music,50,Glendale Centers,14
Millard,Fillmore,37,29,0,8,521,2013-05-08,Montgomery Music,68,Des Moines Desperadoes,13
Millard,Fillmore,28,21,0,5,338,2013-05-15,Montgomery Music,38,Augusta Autocrats,30
Millard,Fillmore,17,11,0,3,184,2013-05-22,Montgomery Music,38,Grand Rapids Gamers,16
James,Madison,10,7,0,2,100,2013-05-22,Montgomery Music,38,Grand Rapids Gamers,16
Millard,Fillmore,34,28,0,5,401,2013-05-29,Montgomery Music,35,Huntington Beach Harriers,17
James,Madison,3,2,0,0,26,2013-05-29,Montgomery Music,35,Huntington Beach Harriers,17
Millard,Fillmore,35,28,0,6,415,2013-06-05,Montgomery Music,47,Mobile Misfits,7
Millard,Fillmore,26,20,0,5,335,2013-06-12,Montgomery Music,46,Boise Bearcats,23
Millard,Fillmore,27,21,0,4,332,2013-06-19,Montgomery Music,29,Modesto Misanthropes,20
Millard,Fillmore,31,25,0,5,348,2013-06-26,Montgomery Music,41,Fremont Firebugs,21
Gerry,Ford,38,17,1,1,146,2013-03-20,Spokane Stallions,10,Richmond Roustabouts,7
Gerry,Ford,35,15,1,1,107,2013-03-27,Spokane Stallions,18,Yonkers Yellowjackets,16
Bill,Clinton,2,0,0,0,0,2013-03-27,Spokane Stallions,18,Yonkers Yellowjackets,16
Gerry,Ford,23,8,1,1,52,2013-04-03,Spokane Stallions,10,Shreveport Seamen,3
Bill,Clinton,13,7,0,0,58,2013-04-03,Spokane Stallions,10,Shreveport Seamen,3
Gerry,Ford,19,8,1,0,60,2013-04-10,Spokane Stallions,3,San Bernardino Stalkers,23
Bill,Clinton,7,3,0,0,31,2013-04-10,Spokane Stallions,3,San Bernardino Stalkers,23
Gerry,Ford,33,14,1,1,118,2013-04-17,Spokane Stallions,7,Tacoma Touchdown-Scorers,38
Gerry,Ford,29,14,1,1,121,2013-04-24,Spokane Stallions,8,Glendale Centers,34
Gerry,Ford,35,14,1,0,89,2013-05-01,Spokane Stallions,0,Des Moines Desperadoes,0
Gerry,Ford,29,9,1,1,73,2013-05-08,Spokane Stallions,8,Augusta Autocrats,10
Gerry,Ford,37,16,1,1,127,2013-05-15,Spokane Stallions,10,Grand Rapids Gamers,3
Gerry,Ford,25,8,1,1,70,2013-05-22,Spokane Stallions,18,Huntington Beach Harriers,44
Gerry,Ford,26,11,1,1,88,2013-05-29,Spokane Stallions,9,Mobile Misfits,38
Gerry,Ford,22,8,1,1,57,2013-06-05,Spokane Stallions,14,Boise Bearcats,27
Bill,Clinton,13,5,0,0,45,2013-06-05,Spokane Stallions,14,Boise Bearcats,27
Gerry,Ford,29,11,1,0,74,2013-06-12,Spokane Stallions,18,Modesto Misanthropes,27
Bill,Clinton,7,3,0,1,29,2013-06-12,Spokane Stallions,18,Modesto Misanthropes,27
Gerry,Ford,28,13,1,1,97,2013-06-19,Spokane Stallions,8,Fremont Firebugs,7
Bill,Clinton,2,1,0,0,9,2013-06-19,Spokane Stallions,8,Fremont Firebugs,7
Gerry,Ford,21,6,1,1,52,2013-06-26,Spokane Stallions,17,Montgomery Music,44
Bill,Clinton,9,3,0,1,26,2013-06-26,Spokane Stallions,17,Montgomery Music,44
Jack,Kennedy,36,11,1,1,58,2013-03-20,Richmond Roustabouts,15,Yonkers Yellowjackets,13
Sam,Grant,2,0,1,0,0,2013-03-20,Richmond Roustabouts,15,Yonkers Yellowjackets,13
Jack,Kennedy,24,10,1,1,61,2013-03-27,Richmond Roustabouts,12,Shreveport Seamen,35
Sam,Grant,9,2,1,0,13,2013-03-27,Richmond Roustabouts,12,Shreveport Seamen,35
Jack,Kennedy,28,8,1,0,40,2013-04-03,Richmond Roustabouts,12,San Bernardino Stalkers,7
Jack,Kennedy,36,14,1,0,74,2013-04-10,Richmond Roustabouts,8,Tacoma Touchdown-Scorers,16
Jack,Kennedy,28,11,1,0,66,2013-04-17,Richmond Roustabouts,5,Glendale Centers,37
Jack,Kennedy,32,12,1,0,76,2013-04-24,Richmond Roustabouts,12,Des Moines Desperadoes,38
Jack,Kennedy,38,9,1,1,48,2013-05-01,Richmond Roustabouts,16,Augusta Autocrats,16
Jack,Kennedy,34,10,1,0,58,2013-05-08,Richmond Roustabouts,7,Grand Rapids Gamers,31
Jack,Kennedy,20,6,1,1,40,2013-05-15,Richmond Roustabouts,10,Huntington Beach Harriers,16
Sam,Grant,7,3,1,0,15,2013-05-15,Richmond Roustabouts,10,Huntington Beach Harriers,16
Jack,Kennedy,26,11,1,1,66,2013-05-22,Richmond Roustabouts,9,Mobile Misfits,10
Jack,Kennedy,34,12,1,1,74,2013-05-29,Richmond Roustabouts,12,Boise Bearcats,21
Jack,Kennedy,37,10,1,1,65,2013-06-05,Richmond Roustabouts,8,Modesto Misanthropes,6
Jack,Kennedy,37,14,1,1,84,2013-06-12,Richmond Roustabouts,19,Fremont Firebugs,7
Jack,Kennedy,29,11,1,1,62,2013-06-19,Richmond Roustabouts,19,Montgomery Music,6
Jack,Kennedy,25,9,1,1,46,2013-06-26,Richmond Roustabouts,14,Spokane Stallions,28
Lyndon,Johnson,35,27,0,7,451,2013-03-20,Yonkers Yellowjackets,68,Shreveport Seamen,7
Herbert,Hoover,3,1,0,1,9,2013-03-20,Yonkers Yellowjackets,68,Shreveport Seamen,7
Lyndon,Johnson,33,27,0,5,422,2013-03-27,Yonkers Yellowjackets,46,San Bernardino Stalkers,7
Lyndon,Johnson,38,27,0,6,477,2013-04-03,Yonkers Yellowjackets,45,Tacoma Touchdown-Scorers,27
Lyndon,Johnson,37,25,0,5,388,2013-04-10,Yonkers Yellowjackets,37,Glendale Centers,41
Lyndon,Johnson,25,16,0,3,256,2013-04-17,Yonkers Yellowjackets,32,Des Moines Desperadoes,6
Herbert,Hoover,1,0,0,0,0,2013-04-17,Yonkers Yellowjackets,32,Des Moines Desperadoes,6
Lyndon,Johnson,21,14,0,4,242,2013-04-24,Yonkers Yellowjackets,40,Augusta Autocrats,41
Herbert,Hoover,12,6,0,1,69,2013-04-24,Yonkers Yellowjackets,40,Augusta Autocrats,41
Lyndon,Johnson,32,25,0,7,444,2013-05-01,Yonkers Yellowjackets,52,Grand Rapids Gamers,31
Lyndon,Johnson,25,19,0,5,314,2013-05-08,Yonkers Yellowjackets,45,Huntington Beach Harriers,23
Lyndon,Johnson,25,19,0,4,280,2013-05-15,Yonkers Yellowjackets,42,Mobile Misfits,14
Herbert,Hoover,8,4,0,1,45,2013-05-15,Yonkers Yellowjackets,42,Mobile Misfits,14
Lyndon,Johnson,37,31,0,9,589,2013-05-22,Yonkers Yellowjackets,71,Boise Bearcats,35
Lyndon,Johnson,37,29,0,7,488,2013-05-29,Yonkers Yellowjackets,59,Modesto Misanthropes,10
Lyndon,Johnson,28,22,0,6,404,2013-06-05,Yonkers Yellowjackets,46,Fremont Firebugs,17
Lyndon,Johnson,31,25,0,4,343,2013-06-12,Yonkers Yellowjackets,31,Montgomery Music,28
Lyndon,Johnson,34,25,0,5,356,2013-06-19,Yonkers Yellowjackets,44,Spokane Stallions,21
Lyndon,Johnson,27,20,0,4,335,2013-06-26,Yonkers Yellowjackets,32,Richmond Roustabouts,21
Cal,Coolidge,39,10,1,1,70,2013-03-20,Shreveport Seamen,14,San Bernardino Stalkers,23
Cal,Coolidge,28,9,1,0,53,2013-03-27,Shreveport Seamen,12,Tacoma Touchdown-Scorers,30
Jim,Buchanan,7,5,0,0,73,2013-03-27,Shreveport Seamen,12,Tacoma Touchdown-Scorers,30
Cal,Coolidge,29,8,1,0,54,2013-04-03,Shreveport Seamen,9,Glendale Centers,44
Jim,Buchanan,9,5,0,1,68,2013-04-03,Shreveport Seamen,9,Glendale Centers,44
Cal,Coolidge,31,10,1,1,56,2013-04-10,Shreveport Seamen,18,Des Moines Desperadoes,14
Jim,Buchanan,4,2,0,1,25,2013-04-10,Shreveport Seamen,18,Des Moines Desperadoes,14
Cal,Coolidge,31,7,1,1,36,2013-04-17,Shreveport Seamen,15,Augusta Autocrats,21
Cal,Coolidge,32,8,1,0,50,2013-04-24,Shreveport Seamen,0,Grand Rapids Gamers,34
Cal,Coolidge,38,13,1,1,76,2013-05-01,Shreveport Seamen,10,Huntington Beach Harriers,20
Cal,Coolidge,37,14,1,1,93,2013-05-08,Shreveport Seamen,8,Mobile Misfits,10
Cal,Coolidge,21,8,1,1,50,2013-05-15,Shreveport Seamen,16,Boise Bearcats,35
Jim,Buchanan,9,5,0,0,72,2013-05-15,Shreveport Seamen,16,Boise Bearcats,35
Cal,Coolidge,31,11,1,1,70,2013-05-22,Shreveport Seamen,19,Modesto Misanthropes,9
Cal,Coolidge,30,11,1,1,73,2013-05-29,Shreveport Seamen,13,Fremont Firebugs,21
Cal,Coolidge,37,9,1,0,64,2013-06-05,Shreveport Seamen,8,Montgomery Music,9
Cal,Coolidge,26,7,1,1,44,2013-06-12,Shreveport Seamen,14,Spokane Stallions,23
Cal,Coolidge,30,13,1,0,70,2013-06-19,Shreveport Seamen,5,Richmond Roustabouts,9
Cal,Coolidge,31,8,1,0,42,2013-06-26,Shreveport Seamen,4,Yonkers Yellowjackets,38
Franklin,Roosevelt,38,28,0,6,429,2013-03-20,San Bernardino Stalkers,49,Tacoma Touchdown-Scorers,37
Franklin,Roosevelt,23,15,0,3,205,2013-03-27,San Bernardino Stalkers,34,Glendale Centers,21
William,McKinley,12,3,1,1,16,2013-03-27,San Bernardino Stalkers,34,Glendale Centers,21
Franklin,Roosevelt,34,23,0,6,430,2013-04-03,San Bernardino Stalkers,44,Des Moines Desperadoes,13
William,McKinley,2,0,1,0,0,2013-04-03,San Bernardino Stalkers,44,Des Moines Desperadoes,13
Franklin,Roosevelt,34,28,0,8,541,2013-04-10,San Bernardino Stalkers,61,Augusta Autocrats,16
Franklin,Roosevelt,35,30,0,7,457,2013-04-17,San Bernardino Stalkers,51,Grand Rapids Gamers,14
Franklin,Roosevelt,19,13,0,3,205,2013-04-24,San Bernardino Stalkers,30,Huntington Beach Harriers,38
William,McKinley,12,4,1,1,18,2013-04-24,San Bernardino Stalkers,30,Huntington Beach Harriers,38
Franklin,Roosevelt,26,19,0,4,275,2013-05-01,San Bernardino Stalkers,42,Mobile Misfits,6
William,McKinley,11,4,1,1,25,2013-05-01,San Bernardino Stalkers,42,Mobile Misfits,6
Franklin,Roosevelt,27,22,0,5,365,2013-05-08,San Bernardino Stalkers,44,Boise Bearcats,21
Franklin,Roosevelt,26,18,0,5,320,2013-05-15,San Bernardino Stalkers,36,Modesto Misanthropes,17
Franklin,Roosevelt,39,31,0,8,584,2013-05-22,San Bernardino Stalkers,61,Fremont Firebugs,41
Franklin,Roosevelt,26,22,0,6,412,2013-05-29,San Bernardino Stalkers,52,Montgomery Music,30
Franklin,Roosevelt,25,21,0,4,337,2013-06-05,San Bernardino Stalkers,35,Spokane Stallions,35
William,McKinley,6,2,1,0,10,2013-06-05,San Bernardino Stalkers,35,Spokane Stallions,35
Franklin,Roosevelt,22,16,0,3,254,2013-06-12,San Bernardino Stalkers,37,Richmond Roustabouts,17
William,McKinley,12,4,1,1,24,2013-06-12,San Bernardino Stalkers,37,Richmond Roustabouts,17
Franklin,Roosevelt,21,16,0,4,242,2013-06-19,San Bernardino Stalkers,42,Yonkers Yellowjackets,28
William,McKinley,10,3,1,1,17,2013-06-19,San Bernardino Stalkers,42,Yonkers Yellowjackets,28
